station_code,ogd_name,osm_name,osm_id,match_method,match_confidence,match_status,lat,lon,wikidata
VRQ,Virarakkiyam,Virarakkiyam,node/6024193345,exact_code,HIGH,MATCHED,10.9389074,78.1661261,Q63357272
KEY,Kagankarai,Kagankarai,node/5614640588,exact_code,HIGH,MATCHED,12.4101735,78.5085185,Q63355415
DST,Dasampatti,Dasampatti,node/5615288613,exact_code,HIGH,MATCHED,12.2519985,78.4396477,Q63355418
DPI,Doddampatti,Doddampatti,node/5615288835,exact_code,HIGH,MATCHED,12.1812987,78.422334,Q63354650
LCR,Lokur,Lokur,node/5616004263,exact_code,HIGH,MATCHED,11.9287483,78.1746844,Q63355345
DSPT,Danishpet,Danishpet,node/1114856501,exact_code,HIGH,MATCHED,11.8585152,78.1380371,Q63355297
TNT,Tinnapatti,Tinnappatti,node/1114856503,exact_code,HIGH,MATCHED,11.8123622,78.0983321,Q63355302
KPPR,Karuppur,Karuppur,node/1114856494,exact_code,HIGH,MATCHED,11.7241736,78.0898855,Q63355303
SPL,Sundaraperum,Sundaraperumal Kovil,node/5300821193,exact_code,HIGH,MATCHED,10.9398006,79.3111251,Q63360961
PDV,Pandaravadai,Pandaravadai,node/5300821200,exact_code,HIGH,MATCHED,10.9135631,79.2420021,Q63357568
AZP,Ayyampet,Ayyampet,node/5300821201,exact_code,HIGH,MATCHED,10.896807,79.2074454,Q63357782
PVL,Pasupatikovi,Pasupatikovil,node/5232624554,exact_code,HIGH,MATCHED,10.8826518,79.1911775,Q63355488
TT,Titte,Titte,node/5300821212,exact_code,HIGH,MATCHED,10.8375519,79.1817582,Q63355594
ALK,Alakkudi,Alakkudi,node/5300868130,exact_code,HIGH,MATCHED,10.7772662,79.0528726,Q63357372
AYN,Aiyanapuram,Aiyanapuram,node/5300868159,exact_code,HIGH,MATCHED,10.7878656,78.9388004,Q63368982
SGM,Solagampatti,ஏ ஜி டி.எம்.எஸ்,node/6285857249,exact_code,HIGH,MATCHED,13.0458852,80.2482846,Q55602937
TOM,Tondamanpatt,Tondamanpatti,node/5300868161,exact_code,HIGH,MATCHED,10.7861163,78.8225853,Q63355597
MCJ,Manjattidal,Manjattidal,node/5300868166,exact_code,HIGH,MATCHED,10.7926541,78.7316938,Q63355317
STE,Sagarakatte,தேனாம்பேட்டை,node/6285857242,exact_code,HIGH,MATCHED,13.0368003,80.2464194,Q55634996
KVLR,Karuvalli,Karuvalli,node/6017178185,exact_code,HIGH,MATCHED,11.8310154,78.0280046,Q63358092
TPP,Toppur,Toppur,node/4688900455,exact_code,HIGH,MATCHED,11.9315838,78.0700793,Q63357229
MZU,Marandahalli,Marandahalli,node/1805256059,exact_code,HIGH,MATCHED,12.3892972,78.0173547,Q63358138
RYC,Rayakottai,Rayakkottai,node/367462102,exact_code,HIGH,MATCHED,12.5145014,78.027275,Q23748829
LTI,Latteri,Latteri,node/5274913770,exact_code,HIGH,MATCHED,12.967043,79.0662384,Q63355609
KVN,Kavanur,Kavanur,node/5310778048,exact_code,HIGH,MATCHED,12.949054,78.9697816,Q63355611
PCKM,Pachchakuppa,Pachchakuppam,node/5310778051,exact_code,HIGH,MATCHED,12.8234747,78.7582384,Q63355926
VGM,Vinnamangala,Vinnamangalam,node/5311732434,exact_code,HIGH,MATCHED,12.72821,78.6786103,Q63355616
KDY,Kettandapatt,Kettandapatti,node/5311732451,exact_code,HIGH,MATCHED,12.6252815,78.5708958,Q15235823
BSM,Bisanattam,Bisanattam,node/248543525,exact_code,HIGH,MATCHED,12.8422451,78.2498583,Q63369899
VRDP,Varadapur,Varadapura,node/6064361419,exact_code,HIGH,MATCHED,12.9224513,78.1914439,Q63369896
MZV,Maralahalli,Maralahalli,node/6065355651,exact_code,HIGH,MATCHED,12.9869491,78.1243571,Q63369887
EDU,Eriodu,Eriodu,node/6026468163,exact_code,HIGH,MATCHED,10.5157226,78.0567549,Q54389911
PALM,Palayam,Palayam.I,node/367612325,exact_code,HIGH,MATCHED,10.7188161,78.1292088,Q55628428
VEI,Velliyanai,Velliyanai,node/6026414389,exact_code,HIGH,MATCHED,10.8404433,78.1155029,Q55637029
NID,Nidur,Nidur,node/5300704885,exact_code,HIGH,MATCHED,11.1276246,79.6454261,Q63356796
ANP,Anandatandav,Anandtandavpur,node/5300704883,exact_code,HIGH,MATCHED,11.1446741,79.6588291,Q63357745
CLN,Kollidam,Kollidam,node/5300686641,exact_code,HIGH,MATCHED,11.3286036,79.719238,Q63354751
KJPD,Kurinjipadi,Kurinjipadi,node/5302069214,exact_code,HIGH,MATCHED,11.5727513,79.5964024,Q63358030
VLU,Vadalur,Vadalur,node/5302069253,exact_code,HIGH,MATCHED,11.5570545,79.5462983,Q63360866
NVL,Neyveli,Neyveli,node/5302069263,exact_code,HIGH,MATCHED,11.5397233,79.4770587,Q63356853
UMG,Uttangal Man,Uttangalmangalam,node/5302069336,exact_code,HIGH,MATCHED,11.5400932,79.4311559,Q63360842
MKSP,Mukhasa Paru,Mukhasa Parur,node/5349009456,exact_code,HIGH,MATCHED,11.5661844,79.2408766,Q63371884
PRV,Pukkiravari,Pukkiravari,node/5349009486,exact_code,HIGH,MATCHED,11.6336898,78.9863058,Q63371886
PDKM,Peddanayakka,Peddanayakkanpalaiyam,node/5349010098,exact_code,HIGH,MATCHED,11.6476603,78.5054883,Q63371893
MPLI,Minnampalli,Minnampalli,node/5349010114,exact_code,HIGH,MATCHED,11.6710212,78.2852647,Q63371899
SAMT,Salem Market,Salem Market,node/5349249832,exact_code,HIGH,MATCHED,11.655,78.143917,Q63371902
PO,Parangippett,Parangipettai,node/5300664749,exact_code,HIGH,MATCHED,11.4770472,79.7368465,Q63358164
PUG,Punggudi,Punggudi,node/5315603263,exact_code,HIGH,MATCHED,10.7472805,78.6188562,Q63356134
KLS,Kolatur,Kolatur,node/5315603264,exact_code,HIGH,MATCHED,10.7004515,78.5471973,Q63356099
CII,Chettiyapatt,Chettiyapatti,node/5315603267,exact_code,HIGH,MATCHED,10.572553,78.3626866,Q63356053
VPJ,Vaiyampatti,Vaiyampatti,node/5315603268,exact_code,HIGH,MATCHED,10.5433805,78.3085888,Q63356051
KFC,Kalpattichat,Kalpattichatram,node/5315603341,exact_code,HIGH,MATCHED,10.5197078,78.2382799,Q63356050
AYR,Ayyalur,Ayyalur,node/5315603382,exact_code,HIGH,MATCHED,10.4863885,78.1593261,Q63356049
VDM,Vadamadura,Vadamadurai,node/5316869488,exact_code,HIGH,MATCHED,10.4367912,78.1026114,Q63356048
TMP,Tamaraipadi,Tamaraipadi,node/5316869489,exact_code,HIGH,MATCHED,10.4007166,78.0418736,Q63356046
KDMD,Kandambakkam,Kandambakkam,node/5303165642,exact_code,HIGH,MATCHED,11.8983376,79.4554807,Q63355680
TVNL,Tiruvennamal,Tiruvennainallur Road,node/5303165643,exact_code,HIGH,MATCHED,11.8412704,79.4130531,Q63355679
PRKL,Parikkal,Parikkal,node/5303165644,exact_code,HIGH,MATCHED,11.7757591,79.3713354,Q63356244
ULU,Ulundurpet,Ulundurpet,node/5303165645,exact_code,HIGH,MATCHED,11.7020294,79.3181777,Q18356244
PVN,Puvanur,Pavunur,node/5303165652,exact_code,HIGH,MATCHED,11.6009019,79.3157157,Q63355772
VRT,Vriddhachala,Vriddhachalam Town,node/5303165653,exact_code,HIGH,MATCHED,11.5199907,79.3115709,Q63356202
TLNR,Talanallur,Talanallur,node/5303165655,exact_code,HIGH,MATCHED,11.4697158,79.2693372,Q63356200
ICG,Ichchangadu,Ichchangadu,node/5303165674,exact_code,HIGH,MATCHED,11.3705738,79.2193748,Q63356198
MTUR,Mathur,Mathur,node/5303165678,exact_code,HIGH,MATCHED,11.3185214,79.2061625,Q63356197
SNDI,Sendurai,Sendurai,node/5303165679,exact_code,HIGH,MATCHED,11.2552809,79.1675501,Q63356196
OTK,Ottakovil,Ottakovil,node/5303839983,exact_code,HIGH,MATCHED,11.2163426,79.1011365,Q63356193
SLTH,Sillakkudi,Sillakkudi,node/5303839985,exact_code,HIGH,MATCHED,11.0967205,79.0372279,Q63356192
KLGM,Kallagam,Kallagam,node/5303839986,exact_code,HIGH,MATCHED,11.0251802,79.005033,Q63356190
PMB,Pullambadi,Pullampadi,node/1926969492,exact_code,HIGH,MATCHED,10.9396803,78.9171105,Q63356188
VLDE,Valadi,Valadi,node/2634373112,exact_code,HIGH,MATCHED,10.8725547,78.7580105,Q63356185
UKV,Uttamarkovil,Uttamar Kovil,node/2634373115,exact_code,HIGH,MATCHED,10.8775291,78.7022672,Q63356183
SER,Samayanallur,Samayanallur,node/5338159679,exact_code,HIGH,MATCHED,9.9820699,78.0336061,Q63356006
VXM,Velippalaiya,Velippalaiyam,node/5303104782,exact_code,HIGH,MATCHED,10.7761091,79.8439491,Q63357307
KVL,Kizhvelur,Kizhvelur,node/5303104776,exact_code,HIGH,MATCHED,10.7547932,79.7437158,Q63355446
AMT,Ammapet,Ammapet,node/5303104568,exact_code,HIGH,MATCHED,10.7789605,79.324827,Q63355705
SMM,Saliyamangal,Saint Thomas Mount,node/5319202812,exact_code,HIGH,MATCHED,12.995,80.198582,Q7591984
MES,Madurai East,Madurai East,node/5353573460,exact_code,HIGH,MATCHED,9.9090767,78.1345452,Q24947834
ILA,Silaiman,Silaiman,node/5353573468,exact_code,HIGH,MATCHED,9.8675104,78.2010874,Q63361482
TVN,Tiruppuvanam,Tiruppuvanam,node/5353573491,exact_code,HIGH,MATCHED,9.8218179,78.2594924,Q63357209
TPC,Tiruppachett,Tiruppachetti,node/5353573522,exact_code,HIGH,MATCHED,9.773777,78.3446512,Q63357212
SUX,Sudiyur,Sudiyur,node/5324862243,exact_code,HIGH,MATCHED,9.600482,78.4859789,Q63357604
SQD,Sattirakkudi,Sattirakkudi,node/5305909313,exact_code,HIGH,MATCHED,9.4009728,78.7053036,Q63358252
UCP,Uchippuli,Uchippuli,node/5305955340,exact_code,HIGH,MATCHED,9.308832,79.0124293,Q63357232
TIP,Tatapparai,Tattapparai,node/5349727251,exact_code,HIGH,MATCHED,8.827761,78.0231972,Q63360796
KRMG,Kumaramangal,Kumaramangalam,node/5304625828,exact_code,HIGH,MATCHED,10.6966398,78.7240373,Q63356542
KRUR,Keeranur,Keeranur,node/5304625830,exact_code,HIGH,MATCHED,10.5775765,78.7857628,Q63356579
VEL,Vellanur,Vellanur,node/5304625840,exact_code,HIGH,MATCHED,10.4676987,78.7965595,Q63357255
TYM,Tirumaiyam,Tirumayam,node/5305909268,exact_code,HIGH,MATCHED,10.2409345,78.758798,Q63355675
PNGI,Panangudi,Panangudi,node/5305909282,exact_code,HIGH,MATCHED,9.9213798,78.6125703,Q63358188
SXR,Serndanur,Serndanur,node/5300620013,exact_code,HIGH,MATCHED,11.8704144,79.5175013,Q63355549
TUY,Thiruthuraiy,Thiruthuraiyur,node/5300620014,exact_code,HIGH,MATCHED,11.8242105,79.5348963,Q63356647
MBU,Melpattambak,Melpattambakkam,node/5300620016,exact_code,HIGH,MATCHED,11.785398,79.6243363,Q63369048
NPM,Nellikuppam,Nellikuppam,node/5300620018,exact_code,HIGH,MATCHED,11.7737083,79.6699222,Q63356792
CQS,Capper Quarr,Capper Quarry,node/2618362284,exact_code,HIGH,MATCHED,11.6810217,79.7477414,Q63368980
ALP,Alappakkam,Alapakkam,node/2618227905,exact_code,HIGH,MATCHED,11.6188148,79.7276541,Q63355701
KII,Kille,Kille,node/2620614573,exact_code,HIGH,MATCHED,11.438452,79.7232584,Q63356468
KNB,Kaniyambadi,Kaniyambadi,node/5301740205,exact_code,HIGH,MATCHED,12.8128004,79.1251588,Q63369139
KMM,Kannamangala,Kannamangalam,node/5301740201,exact_code,HIGH,MATCHED,12.7537495,79.1616336,Q63357579
AGM,Agaram Sibba,Agaram Sibbandi,node/5301740123,exact_code,HIGH,MATCHED,12.3909457,79.1022989,Q63361325
TJM,Turinjapuram,Turinjapuram,node/5301739700,exact_code,HIGH,MATCHED,12.3172929,79.0846644,Q16867996
TNI,Tandarai,Tandarai,node/5301337980,exact_code,HIGH,MATCHED,12.1119059,79.1553603,Q63369259
MMP,Mambalappatt,Mambalappattu,node/5301337838,exact_code,HIGH,MATCHED,11.9524831,79.373901,Q63357503
VKM,Venkateshapu,Venkatesapuram,node/5301336409,exact_code,HIGH,MATCHED,11.9311783,79.4427667,Q63361193
RAM,Ramapuram,Ramapuram Railway Station,node/2967150483,exact_code,HIGH,MATCHED,13.098106,79.1794325,Q63369910
SIE,Siddampalli,Siddampalli,node/600364202,exact_code,HIGH,MATCHED,13.1598669,79.1371192,Q63369913
SLM,Somalapuram,சின்னமலை,node/6285857246,exact_code,HIGH,MATCHED,13.0146634,80.2241669,Q30639073
SAL,Salwa,Alandur,node/5308690568,exact_code,HIGH,MATCHED,13.0042558,80.2014525,Q4708199
SSN,Sason,Shenoy Nagar Metro,way/393560244,exact_code,HIGH,MATCHED,13.0789536,80.225201,Q30623617
KQZ,Kolar,Kolar,node/706967230,exact_code,HIGH,MATCHED,13.123993,78.1329276,Q63361502
MEKM,Melakkonnakk,Melakkonnakkulam,node/5305909298,exact_code,HIGH,MATCHED,9.7323367,78.4663467,Q63357526
SWV,Sawantwadi R,,,none,NONE,UNMATCHED,,,
THVM,Thivim,,,none,NONE,UNMATCHED,,,
KRMI,Karmali,,,none,NONE,UNMATCHED,,,
MAO,Madgoan Jn.,,,none,NONE,UNMATCHED,,,
KUDL,Kudal,Kudalnagar,node/5338159684,fuzzy_name,MEDIUM,MATCHED,9.9467225,78.1051636,Q63355801
SNDD,Sindhu Durg,,,none,NONE,UNMATCHED,,,
KKW,Kankavali,,,none,NONE,UNMATCHED,,,
VBW,Vaibhavwadi,,,none,NONE,UNMATCHED,,,
RAJP,Rajapur Road,,,none,NONE,UNMATCHED,,,
RN,Ratnagiri,,,none,NONE,UNMATCHED,,,
SGR,Sangmeshwar,,,none,NONE,UNMATCHED,,,
CHI,Chiplun,,,none,NONE,UNMATCHED,,,
KHED,Khed,,,none,NONE,UNMATCHED,,,
MNI,Mangaon,,,none,NONE,UNMATCHED,,,
ROHA,Roha,,,none,NONE,UNMATCHED,,,
PNVL,Panvel,,,none,NONE,UNMATCHED,,,
KJT,Karjat,,,none,NONE,UNMATCHED,,,
LNL,Lonavla,,,none,NONE,UNMATCHED,,,
PUNE,Pune Jn.,,,none,NONE,UNMATCHED,,,
MRJ,Miraj Jn.,,,none,NONE,UNMATCHED,,,
KOP,Chhatrapati,,,none,NONE,UNMATCHED,,,
DSJ,Delhi-Safdar,,,none,NONE,UNMATCHED,,,
GADJ,Gandhinagar,,,none,NONE,UNMATCHED,,,
JP,Jaipur Jn.,,,none,NONE,UNMATCHED,,,
DPA,Durgapura,,,none,NONE,UNMATCHED,,,
SWM,Sawai Madhop,,,none,NONE,UNMATCHED,,,
COR,Chittaurgarh,,,none,NONE,UNMATCHED,,,
UDZ,Udaipur City,,,none,NONE,UNMATCHED,,,
JSM,Jaisalmer,,,none,NONE,UNMATCHED,,,
MDB,Mandor,,,none,NONE,UNMATCHED,,,
FL,Phulera Jn.,,,none,NONE,UNMATCHED,,,
BTE,Bharatpur Jn,,,none,NONE,UNMATCHED,,,
IDH,Idgah,,,none,NONE,UNMATCHED,,,
AGC,Agra Cantt,,,none,NONE,UNMATCHED,,,
AWB,Aurangabad,,,none,NONE,UNMATCHED,,,
MMR,Manmad Jn.,,,none,NONE,UNMATCHED,,,
BSL,Bhusaval Jn.,,,none,NONE,UNMATCHED,,,
KNW,Khandwa Jn.,,,none,NONE,UNMATCHED,,,
JHS,Jhansi Jn,,,none,NONE,UNMATCHED,,,
CNB,Kanpur Centr,,,none,NONE,UNMATCHED,,,
LKO,Lucknow Jn.,,,none,NONE,UNMATCHED,,,
BBK,Bara Banki J,,,none,NONE,UNMATCHED,,,
AY,Ayodhya,Ayodhyapattanam,node/5349010118,fuzzy_name,MEDIUM,MATCHED,11.6715816,78.2342048,Q63371900
SHG,Shahganj Jn.,,,none,NONE,UNMATCHED,,,
JNU,Jaunpur Jn.,,,none,NONE,UNMATCHED,,,
BSB,Varanasi Jn.,,,none,NONE,UNMATCHED,,,
FGR,Fatehgarh,,,none,NONE,UNMATCHED,,,
KSJ,Kasganj Jn.,,,none,NONE,UNMATCHED,,,
BE,Bareilly Jn.,,,none,NONE,UNMATCHED,,,
SVDK,Shri Mata Va,,,none,NONE,UNMATCHED,,,
HSR,Hisar Jn,,,none,NONE,UNMATCHED,,,
BNW,Bhiwani Jn.,,,none,NONE,UNMATCHED,,,
ROK,Rohtak Jn.,,,none,NONE,UNMATCHED,,,
MGS,Mughal Sarai,,,none,NONE,UNMATCHED,,,
RJPB,Rajendranaga,,,none,NONE,UNMATCHED,,,
PNP,Panipat Jn.,,,none,NONE,UNMATCHED,,,
KUN,Karnal,,,none,NONE,UNMATCHED,,,
KKDE,Kurukshetra,,,none,NONE,UNMATCHED,,,
UMB,Ambala Cantt,,,none,NONE,UNMATCHED,,,
PNBE,Patna Jn.,,,none,NONE,UNMATCHED,,,
BTI,Bathinda Jn,,,none,NONE,UNMATCHED,,,
PTA,Patiala,,,none,NONE,UNMATCHED,,,
URK,Urkura,,,none,NONE,UNMATCHED,,,
PJP,Panjipara,,,none,NONE,UNMATCHED,,,
ASR,Amritsar Jn.,,,none,NONE,UNMATCHED,,,
CSMT,Cst-Mumbai,,,none,NONE,UNMATCHED,,,
DR,Dadar,,,none,NONE,UNMATCHED,,,
TNA,Thane,,,none,NONE,UNMATCHED,,,
KYN,Kalyan Jn,,,none,NONE,UNMATCHED,,,
IGP,Igatpuri,,,none,NONE,UNMATCHED,,,
NK,Nasik Road,,,none,NONE,UNMATCHED,,,
JL,Jalgaon Jn.,,,none,NONE,UNMATCHED,,,
MKU,Malkapur,,,none,NONE,UNMATCHED,,,
AK,Akola Jn.,,,none,NONE,UNMATCHED,,,
MZR,Murtajapur J,,,none,NONE,UNMATCHED,,,
BD,Badnera Jn.,,,none,NONE,UNMATCHED,,,
DMN,Dhamangaon,,,none,NONE,UNMATCHED,,,
PLO,Pulgaon Jn.,,,none,NONE,UNMATCHED,,,
WR,Wardha Jn.,,,none,NONE,UNMATCHED,,,
NGP,Nagpur Jn.(C,,,none,NONE,UNMATCHED,,,
LTT,Lokmanya Til,,,none,NONE,UNMATCHED,,,
AJNI,Ajni,,,none,NONE,UNMATCHED,,,
CSN,Chalisgaon J,,,none,NONE,UNMATCHED,,,
KAWR,Kawr,,,none,NONE,UNMATCHED,,,
KT,Kumta,,,none,NONE,UNMATCHED,,,
KUDA,Kundapura,,,none,NONE,UNMATCHED,,,
UD,Udupi,,,none,NONE,UNMATCHED,,,
MULK,Mulki,,,none,NONE,UNMATCHED,,,
MAJN,Mangalore Jn,,,none,NONE,UNMATCHED,,,
MTJ,Mathura Jn.,Mathur,node/5303165678,fuzzy_name,MEDIUM,MATCHED,11.3185214,79.2061625,Q63356197
GWL,Gwalior Jn,,,none,NONE,UNMATCHED,,,
BPL,Bhopal,,,none,NONE,UNMATCHED,,,
ET,Itarsi,,,none,NONE,UNMATCHED,,,
DD,Daund Jn.,,,none,NONE,UNMATCHED,,,
KK,Khadki,,,none,NONE,UNMATCHED,,,
ANG,Ahmadnagar,,,none,NONE,UNMATCHED,,,
KPG,Kopargaon,,,none,NONE,UNMATCHED,,,
HD,Harda,,,none,NONE,UNMATCHED,,,
PPI,Pipariya,,,none,NONE,UNMATCHED,,,
NU,Narsinghpur,,,none,NONE,UNMATCHED,,,
MML,Madanmahal,,,none,NONE,UNMATCHED,,,
JBP,Jabalpur,,,none,NONE,UNMATCHED,,,
BDTS,Bandra Termi,,,none,NONE,UNMATCHED,,,
BVI,Borivli,,,none,NONE,UNMATCHED,,,
VAPI,Vapi,,,none,NONE,UNMATCHED,,,
ST,Surat,,,none,NONE,UNMATCHED,,,
BRC,Vadodara Jn.,,,none,NONE,UNMATCHED,,,
RTM,Ratlam Jn,,,none,NONE,UNMATCHED,,,
UJN,Ujjain Jn,,,none,NONE,UNMATCHED,,,
BIH,Bairagarh,,,none,NONE,UNMATCHED,,,
HBD,Hoshangabad,,,none,NONE,UNMATCHED,,,
KMZ,Katni Murwar,,,none,NONE,UNMATCHED,,,
DMO,Damoh,,,none,NONE,UNMATCHED,,,
SGO,Saugor,,,none,NONE,UNMATCHED,,,
MAKR,Malkhedi,,,none,NONE,UNMATCHED,,,
LAR,Lalitpur,,,none,NONE,UNMATCHED,,,
NDLS,New Delhi,,,none,NONE,UNMATCHED,,,
LDH,Ludhiana Jn.,,,none,NONE,UNMATCHED,,,
JUC,Jalandhar Ci,,,none,NONE,UNMATCHED,,,
BEAS,Beas Jn,,,none,NONE,UNMATCHED,,,
ATT,Atari Jn,,,none,NONE,UNMATCHED,,,
SHR,Sihoraroad,,,none,NONE,UNMATCHED,,,
KTE,Katni,,,none,NONE,UNMATCHED,,,
UMR,Umaria,,,none,NONE,UNMATCHED,,,
SDL,Shahdol,,,none,NONE,UNMATCHED,,,
APR,Anuppur Jn.,,,none,NONE,UNMATCHED,,,
PND,Pendra Road,,,none,NONE,UNMATCHED,,,
BSP,Bilaspur Jn.,,,none,NONE,UNMATCHED,,,
CPH,Champa Jn.,,,none,NONE,UNMATCHED,,,
RIG,Raigarh,,,none,NONE,UNMATCHED,,,
JSG,Jharsuguda J,,,none,NONE,UNMATCHED,,,
ROU,Rourkela,,,none,NONE,UNMATCHED,,,
CKP,Chakaradharp,,,none,NONE,UNMATCHED,,,
TATA,Tatanagar Jn,,,none,NONE,UNMATCHED,,,
KGP,Kharagpur,,,none,NONE,UNMATCHED,,,
SRC,Santragachi,,,none,NONE,UNMATCHED,,,
REWA,Rewa,,,none,NONE,UNMATCHED,,,
STA,Satna,,,none,NONE,UNMATCHED,,,
MYR,Maihar,,,none,NONE,UNMATCHED,,,
JKE,Jukehi,,,none,NONE,UNMATCHED,,,
BINA,Bina,,,none,NONE,UNMATCHED,,,
BHS,Vidisha,,,none,NONE,UNMATCHED,,,
TVC,Trivandrum C,,,none,NONE,UNMATCHED,,,
QLN,Quilon,,,none,NONE,UNMATCHED,,,
KYJ,Kayankulam J,,,none,NONE,UNMATCHED,,,
MVLK,Mavelikara,,,none,NONE,UNMATCHED,,,
CNGR,Chengannur,,,none,NONE,UNMATCHED,,,
TRVL,Tiruvalla,,,none,NONE,UNMATCHED,,,
KTYM,Kottayam,,,none,NONE,UNMATCHED,,,
ERN,Ernakulam To,,,none,NONE,UNMATCHED,,,
AWY,Alwaye,,,none,NONE,UNMATCHED,,,
TCR,Trichur,,,none,NONE,UNMATCHED,,,
PGT,Palakkad Jn,,,none,NONE,UNMATCHED,,,
CBE,Coimbatore,,,none,NONE,UNMATCHED,,,
TUP,Tiruppur,,,none,NONE,UNMATCHED,,,
ED,Erode Jn.,,,none,NONE,UNMATCHED,,,
KPD,Katpadi Jn,,,none,NONE,UNMATCHED,,,
OGL,Ongole,,,none,NONE,UNMATCHED,,,
BZA,Vijaywada Jn,,,none,NONE,UNMATCHED,,,
RJY,Rajahmundry,,,none,NONE,UNMATCHED,,,
VSKP,Visakhapatna,,,none,NONE,UNMATCHED,,,
VZM,Vizianagaram,,,none,NONE,UNMATCHED,,,
CHE,Srikakulam R,,,none,NONE,UNMATCHED,,,
PSA,Palasa,,,none,NONE,UNMATCHED,,,
BAM,Berhampur,,,none,NONE,UNMATCHED,,,
BALU,Balugan,,,none,NONE,UNMATCHED,,,
KUR,Khurda Road,,,none,NONE,UNMATCHED,,,
BBS,Bhubaneswar,,,none,NONE,UNMATCHED,,,
CTC,Cuttack Jn.,,,none,NONE,UNMATCHED,,,
JJKR,Jajpur Keonj,,,none,NONE,UNMATCHED,,,
BHC,Bhadrakh,,,none,NONE,UNMATCHED,,,
BLS,Balasore,,,none,NONE,UNMATCHED,,,
HWH,Howrah Jn.,,,none,NONE,UNMATCHED,,,
BHP,Bolpur,,,none,NONE,UNMATCHED,,,
RPH,Rampur Hat,,,none,NONE,UNMATCHED,,,
PKR,Pakur,,,none,NONE,UNMATCHED,,,
NFK,New Farakka,,,none,NONE,UNMATCHED,,,
MLDT,Malda Town,,,none,NONE,UNMATCHED,,,
KNE,Kishanganj,,,none,NONE,UNMATCHED,,,
NJP,New Jalpaigu,,,none,NONE,UNMATCHED,,,
DQG,Dhupguri,,,none,NONE,UNMATCHED,,,
NCB,New Cooch Be,,,none,NONE,UNMATCHED,,,
NOQ,New Alipurdu,,,none,NONE,UNMATCHED,,,
KOJ,Kokrajhar,,,none,NONE,UNMATCHED,,,
NBQ,New Bongaiga,,,none,NONE,UNMATCHED,,,
BPRD,Barpeta Road,,,none,NONE,UNMATCHED,,,
RNY,Rangiya Jn.,,,none,NONE,UNMATCHED,,,
KYQ,Kamakhya Jn,,,none,NONE,UNMATCHED,,,
GHY,Guwahati,,,none,NONE,UNMATCHED,,,
HJI,Hojai,,,none,NONE,UNMATCHED,,,
LMG,Lumding Jn.,,,none,NONE,UNMATCHED,,,
NHGJ,New Harangaj,,,none,NONE,UNMATCHED,,,
BPB,Badarpur Jn.,,,none,NONE,UNMATCHED,,,
SCL,Silchar,,,none,NONE,UNMATCHED,,,
PLNI,Palani,Vadapalani,node/5319972798,fuzzy_name,MEDIUM,MATCHED,13.0509367,80.212065,Q17075798
UDT,Udumalaippet,,,none,NONE,UNMATCHED,,,
POY,Pollachi,,,none,NONE,UNMATCHED,,,
HYB,Hyderabad De,,,none,NONE,UNMATCHED,,,
SC,Secunderabad,,,none,NONE,UNMATCHED,,,
MED,Medchal,,,none,NONE,UNMATCHED,,,
KMC,Kamareddi,,,none,NONE,UNMATCHED,,,
NZB,Nizamabad,,,none,NONE,UNMATCHED,,,
DAB,Dharmabad,,,none,NONE,UNMATCHED,,,
MUE,Mudkhed Jn.,,,none,NONE,UNMATCHED,,,
NED,Nanded,,,none,NONE,UNMATCHED,,,
PAU,Purna  Jn.,,,none,NONE,UNMATCHED,,,
BMF,Basmat,,,none,NONE,UNMATCHED,,,
HNL,Hingoli(Decc,,,none,NONE,UNMATCHED,,,
WHM,Washim,,,none,NONE,UNMATCHED,,,
BAU,Burhanpur,,,none,NONE,UNMATCHED,,,
NAD,Nagda Jn,,,none,NONE,UNMATCHED,,,
MDS,Mandsor,,,none,NONE,UNMATCHED,,,
NMH,Nimach,,,none,NONE,UNMATCHED,,,
BHL,Bhilwara,,,none,NONE,UNMATCHED,,,
AII,Ajmer Jn.,,,none,NONE,UNMATCHED,,,
KSG,Kishangarh,,,none,NONE,UNMATCHED,,,
DURG,Durg,,,none,NONE,UNMATCHED,,,
R,Raipur Jn.,,,none,NONE,UNMATCHED,,,
RJT,Rajkot,,,none,NONE,UNMATCHED,,,
WKR,Wankaner,,,none,NONE,UNMATCHED,,,
SUNR,Surendranaga,,,none,NONE,UNMATCHED,,,
VG,Viramgam Jn,,,none,NONE,UNMATCHED,,,
ADI,Ahmedabad,,,none,NONE,UNMATCHED,,,
ND,Nadiad Jn.,,,none,NONE,UNMATCHED,,,
ANND,Anand Jn.,,,none,NONE,UNMATCHED,,,
BH,Bharuch Jn.,,,none,NONE,UNMATCHED,,,
NDB,Nandurbar,,,none,NONE,UNMATCHED,,,
AN,Amalner,,,none,NONE,UNMATCHED,,,
G,Gondia Jn.,,,none,NONE,UNMATCHED,,,
DVD,Duvvada,,,none,NONE,UNMATCHED,,,
NLR,Nellore,,,none,NONE,UNMATCHED,,,
HTE,Hatia,,,none,NONE,UNMATCHED,,,
KOAA,Kolkata,,,none,NONE,UNMATCHED,,,
PURI,Puri,Dharmapuri,node/358800211,fuzzy_name,MEDIUM,MATCHED,12.1258613,78.154221,Q15213879
ASN,Asansol Main,,,none,NONE,UNMATCHED,,,
BCQ,Barachak Jn.,,,none,NONE,UNMATCHED,,,
